"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Hazy_Script.txt:1","最初から","最初から","a0_010_0001","False","","",""
"Hazy_Script.txt:2","葉子との回想から","葉子との回想から","a0_010_0002","False","","",""
"Hazy_Script.txt:3","あれ…？","あれ…？","a0_010_0010","False","","",""
"Hazy_Script.txt:4","ええと……？","ええと……？","a0_010_0028","False","","",""
"Hazy_Script.txt:5","蘇りの秘術……だっけ？","蘇りの秘術……だっけ？","a0_010_0029","False","","",""
"Hazy_Script.txt:6","あたりを見回して
調べたいところを お選びください。
話ができる人がいる場合は
[c3]顔[c0]を選ぶことで 会話をいたします。","あたりを見回して
調べたいところを お選びください。
話ができる人がいる場合は
[c3]顔[c0]を選ぶことで 会話をいたします。","a0_010_0037","False","","",""
"Hazy_Script.txt:7","福永葉子","福永葉子","a0_010_0038","False","","",""
"Hazy_Script.txt:8","電話ボックス","電話ボックス","a0_010_0039","False","","",""
"Hazy_Script.txt:9","遊具","遊具","a0_010_0040","False","","",""
"Hazy_Script.txt:10","周囲","周囲","a0_010_0041","False","","",""
"Hazy_Script.txt:11","話す","話す","a0_010_0042","False","","",""
"Hazy_Script.txt:12","福永葉子","福永葉子","a0_010_0043","False","","",""
"Hazy_Script.txt:13","思い出す","思い出す","a0_010_0044","False","","",""
"Hazy_Script.txt:14","これが下町人情だ","これが下町人情だ","a0_010_0094","False","","",""
"Hazy_Script.txt:15","じゃあ下心で","じゃあ下心で","a0_010_0095","False","","",""
"Hazy_Script.txt:16","言われてみれば……","言われてみれば……","a0_010_0133","False","","",""
"Hazy_Script.txt:17","気のせいだろう","気のせいだろう","a0_010_0134","False","","",""
"Hazy_Script.txt:18","前口上から","前口上から","a0_010_0147","False","","",""
"Hazy_Script.txt:19","★最初から","★最初から","a0_010_0148","False","","",""
"Hazy_Script.txt:20","★回想","★回想","a0_010_0149","False","","",""
"Hazy_Script.txt:21","★回想・続","★回想・続","a0_010_0150","False","","",""
"Hazy_Script.txt:22","★回想後","★回想後","a0_010_0151","False","","",""
"Hazy_Script.txt:23","★前口上から","★前口上から","a0_010_0152","False","","",""
"Hazy_Script.txt:24","あなたが 操作できる状態のときは
[c3]画面をドラッグ[c0]するか
ゲームパッドの[c3]右スティック[c0]で
周囲を 見回すことができます。

まずは ぐるっと１周してみましょう。","あなたが 操作できる状態のときは
[c3]画面をドラッグ[c0]するか
ゲームパッドの[c3]右スティック[c0]で
周囲を 見回すことができます。

まずは ぐるっと１周してみましょう。","a0_010_0171","False","","",""
"Hazy_Script.txt:25","<align=""center"">SQUARE ENIX Presents","<align=""center"">SQUARE ENIX Presents","a0_010_0286","False","","",""
"Hazy_Script.txt:26","[c2]………おきいえくん……？","[c2]………おきいえくん……？","a0_010_0287","False","","",""
"Hazy_Script.txt:27","……興家くん！ 大丈夫……!?","……興家くん！ 大丈夫……!?","a0_010_0288","False","","",""
"Hazy_Script.txt:28","……おーい。興家くーん？","……おーい。興家くーん？","a0_010_0289","False","","",""
"Hazy_Script.txt:29","あれっ？ ……じゃないよ。
起きたかね？ 興家彰吾くん。","あれっ？ ……じゃないよ。
起きたかね？ 興家彰吾くん。","a0_010_0290","False","","",""
"Hazy_Script.txt:30","ダメだよ。こんなところで 急に寝ちゃ。
ビックリしちゃったじゃん。","ダメだよ。こんなところで 急に寝ちゃ。
ビックリしちゃったじゃん。","a0_010_0291","False","","",""
"Hazy_Script.txt:31","ほら。立って立って。","ほら。立って立って。","a0_010_0292","False","","",""
"Hazy_Script.txt:32","……ぃよっ……こらせっ！","……ぃよっ……こらせっ！","a0_010_0293","False","","",""
"Hazy_Script.txt:33","……っと！","……っと！","a0_010_0294","False","","",""
"Hazy_Script.txt:34","……どう？ 大丈夫？","……どう？ 大丈夫？","a0_010_0295","False","","",""
"Hazy_Script.txt:35","……目眩とか 頭痛とか 疳の虫とか
あったりしない？ 興家彰吾くん。","……目眩とか 頭痛とか 疳の虫とか
あったりしない？ 興家彰吾くん。","a0_010_0296","False","","",""
"Hazy_Script.txt:36","あ……ああ。","あ……ああ。","a0_010_0297","False","","",""
"Hazy_Script.txt:37","……さすがに 疳の虫はないが
まだ少し 頭がぼうっとするな……。","……さすがに 疳の虫はないが
まだ少し 頭がぼうっとするな……。","a0_010_0298","False","","",""
"Hazy_Script.txt:38","<cspace=-4px><font=""TELOP"">会社員","<cspace=-4px><font=""TELOP"">会社員","a0_010_0299","False","","",""
"Hazy_Script.txt:39","<cspace=-4px><font=""TELOP"">[sruby-50][vruby-12]興家彰吾","<cspace=-4px><font=""TELOP"">[sruby-50][vruby-12]興家彰吾","a0_010_0300","False","","",""
"Hazy_Script.txt:40","そっか。それは心配だね。","そっか。それは心配だね。","a0_010_0301","False","","",""
"Hazy_Script.txt:41","試しに 周りをぐる～っと見て
大丈夫か 確認してみ？","試しに 周りをぐる～っと見て
大丈夫か 確認してみ？","a0_010_0302","False","","",""
